@timestamp,@message
2021-11-22 04:39:44.489,"received_defective_refund {""requestId"": 31, ""orderId"": 40386, ""shipmentId"": 78, ""defectiveRefund"": ""Sending Defective Item Refund""}
"
2021-11-22 04:39:44.471,"[INFO]	2021-11-22T04:39:44.470Z	8420aee8-e6f6-4b6b-a1d0-b222268fbeac	Received message: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'defectiveRefund': 'Sending Defective Item Refund'}
"
2021-11-22 04:39:44.455,"Received message: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'defectiveRefund': 'Sending Defective Item Refund'}
"
2021-11-22 04:39:44.410,"defective_refund_sent: {""requestId"": 31, ""orderId"": 40386, ""shipmentId"": 78, ""defectiveRefund"": ""Sending Defective Item Refund""}
"
2021-11-22 04:39:44.410,"[INFO]	2021-11-22T04:39:44.410Z	c2d559ef-679f-4c60-9483-9327d7530b02	Sending message {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'defectiveRefund': 'Sending Defective Item Refund'} to https://bdn5aj1tqi.execute-api.us-east-2.amazonaws.com/buyer/messages
"
2021-11-22 04:39:44.358,"Sending defective refund to Buyer: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'defectiveRefund': 'Sending Defective Item Refund'}
"
2021-11-22 04:39:44.351,"received_defective_notification {""requestId"": 31, ""orderId"": 40386, ""shipmentId"": 78, ""item"": ""test item-31""}
"
2021-11-22 04:39:44.320,"[INFO]	2021-11-22T04:39:44.320Z	38d3d508-573b-45b3-a853-43bd7eacd7ba	Received message: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'item': 'test item-31'}
"
2021-11-22 04:39:44.293,"Received message: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'item': 'test item-31'}
"
2021-11-22 04:39:44.253,"defective_notification_sent: {""requestId"": 31, ""orderId"": 40386, ""shipmentId"": 78, ""item"": ""test item-31""}
"
2021-11-22 04:39:44.253,"[INFO]	2021-11-22T04:39:44.253Z	c2d559ef-679f-4c60-9483-9327d7530b02	Sending message {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'item': 'test item-31'} to https://bdn5aj1tqi.execute-api.us-east-2.amazonaws.com/buyer/messages
"
2021-11-22 04:39:44.185,"received_item_defective: {""requestId"": 31, ""orderId"": 40386, ""shipmentId"": 78, ""item"": ""test item-31""}
"
2021-11-22 04:39:44.185,"Sending defective notification to Buyer: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'item': 'test item-31'}
"
2021-11-22 04:39:44.178,"[INFO]	2021-11-22T04:39:44.178Z	c2d559ef-679f-4c60-9483-9327d7530b02	Received message: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'item': 'test item-31'}
"
2021-11-22 04:39:44.172,"Received message: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'item': 'test item-31'}
"
2021-11-22 04:39:44.128,"defective_notification_sent: {""requestId"": 31, ""orderId"": 40386, ""shipmentId"": 78, ""item"": ""test item-31""}
"
2021-11-22 04:39:44.128,"[INFO]	2021-11-22T04:39:44.128Z	0df2df50-02b1-4908-b42e-62d1030bea27	Sending message {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'item': 'test item-31'} to https://bdn5aj1tqi.execute-api.us-east-2.amazonaws.com/merchant/messages
"
2021-11-22 04:39:44.095,"Sending defective notification to Merchant: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'item': 'test item-31'}
"
2021-11-22 04:39:44.086,"received_tracking: {""requestId"": 31, ""orderId"": 40386, ""shipmentId"": 78, ""trackingId"": 84}
"
2021-11-22 04:39:44.078,"[INFO]	2021-11-22T04:39:44.78Z	49d32721-c2b3-4fec-9eb7-a9f2ea424c16	Received message: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'trackingId': 84}
"
2021-11-22 04:39:44.042,"Received message: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'trackingId': 84}
"
2021-11-22 04:39:43.996,"[INFO]	2021-11-22T04:39:43.996Z	0df2df50-02b1-4908-b42e-62d1030bea27	Sending message {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'trackingId': 84} to https://bdn5aj1tqi.execute-api.us-east-2.amazonaws.com/merchant/messages
"
2021-11-22 04:39:43.996,"tracking_info_sent: {""requestId"": 31, ""orderId"": 40386, ""shipmentId"": 78, ""trackingId"": 84}
"
2021-11-22 04:39:43.970,"received_order: {""requestId"": 31, ""orderId"": 40386, ""paymentId"": 75596, ""item"": ""test item-31"", ""address"": ""Indiana"", ""buyerName"": ""buyerA""}
"
2021-11-22 04:39:43.970,"Sending tracking info to Merchant: {'requestId': 31, 'orderId': 40386, 'shipmentId': 78, 'trackingId': 84}
"
2021-11-22 04:39:43.964,"[INFO]	2021-11-22T04:39:43.964Z	0df2df50-02b1-4908-b42e-62d1030bea27	Received message: {'requestId': 31, 'orderId': 40386, 'paymentId': 75596, 'item': 'test item-31', 'address': 'Indiana', 'buyerName': 'buyerA'}
"
2021-11-22 04:39:43.932,"Received message: {'requestId': 31, 'orderId': 40386, 'paymentId': 75596, 'item': 'test item-31', 'address': 'Indiana', 'buyerName': 'buyerA'}
"
2021-11-22 04:39:43.889,"[INFO]	2021-11-22T04:39:43.888Z	67da6edc-a6b8-4f98-82b3-7a7b639d7808	Sending message {'requestId': 31, 'orderId': 40386, 'paymentId': 75596, 'item': 'test item-31', 'address': 'Indiana', 'buyerName': 'buyerA'} to https://bdn5aj1tqi.execute-api.us-east-2.amazonaws.com/shipper/messages
"
2021-11-22 04:39:43.888,"item_to_ship_sent: {""requestId"": 31, ""orderId"": 40386, ""paymentId"": 75596, ""item"": ""test item-31"", ""address"": ""Indiana"", ""buyerName"": ""buyerA""}
"
2021-11-22 04:39:43.852,"received_pay: {""requestId"": 31, ""orderId"": 40386, ""amount"": 910, ""item"": ""test item-31"", ""address"": ""Indiana"", ""buyerName"": ""buyerA"", ""paymentId"": 75596}
"
